a,b,minimum,product,lukasiewicz,nilpotent_minimum,hamacher_product,quantum
0.05000,0.20000,0.05000,0.01000,0.00000,0.00000,0.04167,0.00060

0.05000,0.25000,0.05000,0.01250,0.00000,0.00000,0.04348,0.00100

0.05000,0.30000,0.05000,0.01500,0.00000,0.00000,0.04478,0.00120

0.05000,0.35000,0.05000,0.01750,0.00000,0.00000,0.04575,0.00150

0.05000,0.40000,0.05000,0.02000,0.00000,0.00000,0.04651,0.00170

0.05000,0.45000,0.05000,0.02250,0.00000,0.00000,0.04712,0.00210

0.05000,0.50000,0.05000,0.02500,0.00000,0.00000,0.04762,0.00320

0.05000,0.55000,0.05000,0.02750,0.00000,0.00000,0.04803,0.00320

0.05000,0.60000,0.05000,0.03000,0.00000,0.00000,0.04839,0.00420

0.05000,0.65000,0.05000,0.03250,0.00000,0.00000,0.04869,0.00330

0.05000,0.70000,0.05000,0.03500,0.00000,0.00000,0.04895,0.00540

0.05000,0.75000,0.05000,0.03750,0.00000,0.00000,0.04918,0.00690

0.05000,0.80000,0.05000,0.04000,0.00000,0.00000,0.04938,0.00570

0.05000,0.85000,0.05000,0.04250,0.00000,0.00000,0.04956,0.00510

0.05000,0.90000,0.05000,0.04500,0.00000,0.00000,0.04972,0.00430

0.05000,0.95000,0.05000,0.04750,0.00000,0.00000,0.04987,0.00520

0.05000,1.00000,0.05000,0.05000,0.05000,0.05000,0.05000,0.00790

0.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.10000,0.05000,0.05000,0.00500,0.00000,0.00000,0.03448,0.00010

0.10000,0.10000,0.10000,0.01000,0.00000,0.00000,0.05263,0.00050

0.10000,0.15000,0.10000,0.01500,0.00000,0.00000,0.06383,0.00100

0.10000,0.20000,0.10000,0.02000,0.00000,0.00000,0.07143,0.00170

0.10000,0.25000,0.10000,0.02500,0.00000,0.00000,0.07692,0.00330

0.10000,0.30000,0.10000,0.03000,0.00000,0.00000,0.08108,0.00410

0.10000,0.35000,0.10000,0.03500,0.00000,0.00000,0.08434,0.00640

0.10000,0.40000,0.10000,0.04000,0.00000,0.00000,0.08696,0.00920

0.10000,0.45000,0.10000,0.04500,0.00000,0.00000,0.08911,0.00990

0.10000,0.50000,0.10000,0.05000,0.00000,0.00000,0.09091,0.01170

0.10000,0.55000,0.10000,0.05500,0.00000,0.00000,0.09244,0.01550

0.10000,0.60000,0.10000,0.06000,0.00000,0.00000,0.09375,0.01910

0.10000,0.65000,0.10000,0.06500,0.00000,0.00000,0.09489,0.01840

0.10000,0.70000,0.10000,0.07000,0.00000,0.00000,0.09589,0.01800

0.10000,0.75000,0.10000,0.07500,0.00000,0.00000,0.09677,0.02100

0.10000,0.80000,0.10000,0.08000,0.00000,0.00000,0.09756,0.01990

0.10000,0.85000,0.10000,0.08500,0.00000,0.00000,0.09827,0.02560

0.10000,0.90000,0.10000,0.09000,0.00000,0.00000,0.09890,0.02500

0.10000,0.95000,0.10000,0.09500,0.05000,0.10000,0.09948,0.02380

0.10000,1.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.02430

0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.15000,0.05000,0.05000,0.00750,0.00000,0.00000,0.03896,0.00020

0.15000,0.10000,0.10000,0.01500,0.00000,0.00000,0.06383,0.00140

0.15000,0.15000,0.15000,0.02250,0.00000,0.00000,0.08108,0.00360

0.15000,0.20000,0.15000,0.03000,0.00000,0.00000,0.09375,0.00520

0.15000,0.25000,0.15000,0.03750,0.00000,0.00000,0.10345,0.00670

0.15000,0.30000,0.15000,0.04500,0.00000,0.00000,0.11111,0.01110

0.15000,0.35000,0.15000,0.05250,0.00000,0.00000,0.11732,0.01550

0.15000,0.40000,0.15000,0.06000,0.00000,0.00000,0.12245,0.01810

0.15000,0.45000,0.15000,0.06750,0.00000,0.00000,0.12676,0.02020

0.15000,0.50000,0.15000,0.07500,0.00000,0.00000,0.13043,0.02690

0.15000,0.55000,0.15000,0.08250,0.00000,0.00000,0.13360,0.02920

0.15000,0.60000,0.15000,0.09000,0.00000,0.00000,0.13636,0.03430

0.15000,0.65000,0.15000,0.09750,0.00000,0.00000,0.13879,0.03640

0.15000,0.70000,0.15000,0.10500,0.00000,0.00000,0.14094,0.04200

0.15000,0.75000,0.15000,0.11250,0.00000,0.00000,0.14286,0.04600

0.15000,0.80000,0.15000,0.12000,0.00000,0.00000,0.14458,0.04930

0.15000,0.85000,0.15000,0.12750,0.00000,0.00000,0.14613,0.04970

0.15000,0.90000,0.15000,0.13500,0.05000,0.15000,0.14754,0.05200

0.15000,0.95000,0.15000,0.14250,0.10000,0.15000,0.14883,0.05340

0.15000,1.00000,0.15000,0.15000,0.15000,0.15000,0.15000,0.05260

0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.20000,0.05000,0.05000,0.01000,0.00000,0.00000,0.04167,0.00030

0.20000,0.10000,0.10000,0.02000,0.00000,0.00000,0.07143,0.00210

0.20000,0.15000,0.15000,0.03000,0.00000,0.00000,0.09375,0.00450

0.20000,0.20000,0.20000,0.04000,0.00000,0.00000,0.11111,0.00840

0.20000,0.25000,0.20000,0.05000,0.00000,0.00000,0.12500,0.01520

0.20000,0.30000,0.20000,0.06000,0.00000,0.00000,0.13636,0.02020

0.20000,0.35000,0.20000,0.07000,0.00000,0.00000,0.14583,0.02590

0.20000,0.40000,0.20000,0.08000,0.00000,0.00000,0.15385,0.03370

0.20000,0.45000,0.20000,0.09000,0.00000,0.00000,0.16071,0.04120

0.20000,0.50000,0.20000,0.10000,0.00000,0.00000,0.16667,0.04680

0.20000,0.55000,0.20000,0.11000,0.00000,0.00000,0.17188,0.05720

0.20000,0.60000,0.20000,0.12000,0.00000,0.00000,0.17647,0.06100

0.20000,0.65000,0.20000,0.13000,0.00000,0.00000,0.18056,0.06580

0.20000,0.70000,0.20000,0.14000,0.00000,0.00000,0.18421,0.07720

0.20000,0.75000,0.20000,0.15000,0.00000,0.00000,0.18750,0.07650

0.20000,0.80000,0.20000,0.16000,0.00000,0.00000,0.19048,0.08710

0.20000,0.85000,0.20000,0.17000,0.05000,0.20000,0.19318,0.08890

0.20000,0.90000,0.20000,0.18000,0.10000,0.20000,0.19565,0.09730

0.20000,0.95000,0.20000,0.19000,0.15000,0.20000,0.19792,0.09620

0.20000,1.00000,0.20000,0.20000,0.20000,0.20000,0.20000,0.09680

0.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.25000,0.05000,0.05000,0.01250,0.00000,0.00000,0.04348,0.00110

0.25000,0.10000,0.10000,0.02500,0.00000,0.00000,0.07692,0.00280

0.25000,0.15000,0.15000,0.03750,0.00000,0.00000,0.10345,0.00940

0.25000,0.20000,0.20000,0.05000,0.00000,0.00000,0.12500,0.01330

0.25000,0.25000,0.25000,0.06250,0.00000,0.00000,0.14286,0.02070

0.25000,0.30000,0.25000,0.07500,0.00000,0.00000,0.15789,0.03080

0.25000,0.35000,0.25000,0.08750,0.00000,0.00000,0.17073,0.04050

0.25000,0.40000,0.25000,0.10000,0.00000,0.00000,0.18182,0.05250

0.25000,0.45000,0.25000,0.11250,0.00000,0.00000,0.19149,0.06170

0.25000,0.50000,0.25000,0.12500,0.00000,0.00000,0.20000,0.07210

0.25000,0.55000,0.25000,0.13750,0.00000,0.00000,0.20755,0.08860

0.25000,0.60000,0.25000,0.15000,0.00000,0.00000,0.21429,0.09450

0.25000,0.65000,0.25000,0.16250,0.00000,0.00000,0.22034,0.10820

0.25000,0.70000,0.25000,0.17500,0.00000,0.00000,0.22581,0.12060

0.25000,0.75000,0.25000,0.18750,0.00000,0.00000,0.23077,0.12520

0.25000,0.80000,0.25000,0.20000,0.05000,0.25000,0.23529,0.13350

0.25000,0.85000,0.25000,0.21250,0.10000,0.25000,0.23944,0.13460

0.25000,0.90000,0.25000,0.22500,0.15000,0.25000,0.24324,0.14110

0.25000,0.95000,0.25000,0.23750,0.20000,0.25000,0.24675,0.13990

0.25000,1.00000,0.25000,0.25000,0.25000,0.25000,0.25000,0.15560

0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.30000,0.05000,0.05000,0.01500,0.00000,0.00000,0.04478,0.00130

0.30000,0.10000,0.10000,0.03000,0.00000,0.00000,0.08108,0.00560

0.30000,0.15000,0.15000,0.04500,0.00000,0.00000,0.11111,0.01100

0.30000,0.20000,0.20000,0.06000,0.00000,0.00000,0.13636,0.02230

0.30000,0.25000,0.25000,0.07500,0.00000,0.00000,0.15789,0.03020

0.30000,0.30000,0.30000,0.09000,0.00000,0.00000,0.17647,0.04080

0.30000,0.35000,0.30000,0.10500,0.00000,0.00000,0.19266,0.05550

0.30000,0.40000,0.30000,0.12000,0.00000,0.00000,0.20690,0.07210

0.30000,0.45000,0.30000,0.13500,0.00000,0.00000,0.21951,0.08740

0.30000,0.50000,0.30000,0.15000,0.00000,0.00000,0.23077,0.10160

0.30000,0.55000,0.30000,0.16500,0.00000,0.00000,0.24088,0.12640

0.30000,0.60000,0.30000,0.18000,0.00000,0.00000,0.25000,0.12880

0.30000,0.65000,0.30000,0.19500,0.00000,0.00000,0.25828,0.15110

0.30000,0.70000,0.30000,0.21000,0.00000,0.00000,0.26582,0.16500

0.30000,0.75000,0.30000,0.22500,0.05000,0.30000,0.27273,0.17520

0.30000,0.80000,0.30000,0.24000,0.10000,0.30000,0.27907,0.18560

0.30000,0.85000,0.30000,0.25500,0.15000,0.30000,0.28492,0.19800

0.30000,0.90000,0.30000,0.27000,0.20000,0.30000,0.29032,0.19660

0.30000,0.95000,0.30000,0.28500,0.25000,0.30000,0.29534,0.20260

0.30000,1.00000,0.30000,0.30000,0.30000,0.30000,0.30000,0.20350

0.35000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.35000,0.05000,0.05000,0.01750,0.00000,0.00000,0.04575,0.00110

0.35000,0.10000,0.10000,0.03500,0.00000,0.00000,0.08434,0.00670

0.35000,0.15000,0.15000,0.05250,0.00000,0.00000,0.11732,0.01480

0.35000,0.20000,0.20000,0.07000,0.00000,0.00000,0.14583,0.02570

0.35000,0.25000,0.25000,0.08750,0.00000,0.00000,0.17073,0.03990

0.35000,0.30000,0.30000,0.10500,0.00000,0.00000,0.19266,0.05700

0.35000,0.35000,0.35000,0.12250,0.00000,0.00000,0.21212,0.07370

0.35000,0.40000,0.35000,0.14000,0.00000,0.00000,0.22951,0.09250

0.35000,0.45000,0.35000,0.15750,0.00000,0.00000,0.24514,0.11730

0.35000,0.50000,0.35000,0.17500,0.00000,0.00000,0.25926,0.13760

0.35000,0.55000,0.35000,0.19250,0.00000,0.00000,0.27208,0.15870

0.35000,0.60000,0.35000,0.21000,0.00000,0.00000,0.28378,0.17820

0.35000,0.65000,0.35000,0.22750,0.00000,0.00000,0.29450,0.20030

0.35000,0.70000,0.35000,0.24500,0.05000,0.35000,0.30435,0.21290

0.35000,0.75000,0.35000,0.26250,0.10000,0.35000,0.31343,0.23510

0.35000,0.80000,0.35000,0.28000,0.15000,0.35000,0.32184,0.24750

0.35000,0.85000,0.35000,0.29750,0.20000,0.35000,0.32964,0.25490

0.35000,0.90000,0.35000,0.31500,0.25000,0.35000,0.33690,0.25650

0.35000,0.95000,0.35000,0.33250,0.30000,0.35000,0.34367,0.26700

0.35000,1.00000,0.35000,0.35000,0.35000,0.35000,0.35000,0.26250

0.40000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.40000,0.05000,0.05000,0.02000,0.00000,0.00000,0.04651,0.00210

0.40000,0.10000,0.10000,0.04000,0.00000,0.00000,0.08696,0.01010

0.40000,0.15000,0.15000,0.06000,0.00000,0.00000,0.12245,0.01930

0.40000,0.20000,0.20000,0.08000,0.00000,0.00000,0.15385,0.03540

0.40000,0.25000,0.25000,0.10000,0.00000,0.00000,0.18182,0.05170

0.40000,0.30000,0.30000,0.12000,0.00000,0.00000,0.20690,0.07190

0.40000,0.35000,0.35000,0.14000,0.00000,0.00000,0.22951,0.09820

0.40000,0.40000,0.40000,0.16000,0.00000,0.00000,0.25000,0.11860

0.40000,0.45000,0.40000,0.18000,0.00000,0.00000,0.26866,0.14170

0.40000,0.50000,0.40000,0.20000,0.00000,0.00000,0.28571,0.18040

0.40000,0.55000,0.40000,0.22000,0.00000,0.00000,0.30137,0.19570

0.40000,0.60000,0.40000,0.24000,0.00000,0.00000,0.31579,0.22820

0.40000,0.65000,0.40000,0.26000,0.05000,0.40000,0.32911,0.24650

0.40000,0.70000,0.40000,0.28000,0.10000,0.40000,0.34146,0.27740

0.40000,0.75000,0.40000,0.30000,0.15000,0.40000,0.35294,0.29640

0.40000,0.80000,0.40000,0.32000,0.20000,0.40000,0.36364,0.31080

0.40000,0.85000,0.40000,0.34000,0.25000,0.40000,0.37363,0.32150

0.40000,0.90000,0.40000,0.36000,0.30000,0.40000,0.38298,0.33390

0.40000,0.95000,0.40000,0.38000,0.35000,0.40000,0.39175,0.34670

0.40000,1.00000,0.40000,0.40000,0.40000,0.40000,0.40000,0.34180

0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.45000,0.05000,0.05000,0.02250,0.00000,0.00000,0.04712,0.00300

0.45000,0.10000,0.10000,0.04500,0.00000,0.00000,0.08911,0.01090

0.45000,0.15000,0.15000,0.06750,0.00000,0.00000,0.12676,0.02350

0.45000,0.20000,0.20000,0.09000,0.00000,0.00000,0.16071,0.04120

0.45000,0.25000,0.25000,0.11250,0.00000,0.00000,0.19149,0.06290

0.45000,0.30000,0.30000,0.13500,0.00000,0.00000,0.21951,0.08230

0.45000,0.35000,0.35000,0.15750,0.00000,0.00000,0.24514,0.11570

0.45000,0.40000,0.40000,0.18000,0.00000,0.00000,0.26866,0.14790

0.45000,0.45000,0.45000,0.20250,0.00000,0.00000,0.29032,0.17350

0.45000,0.50000,0.45000,0.22500,0.00000,0.00000,0.31034,0.21860

0.45000,0.55000,0.45000,0.24750,0.00000,0.00000,0.32890,0.23980

0.45000,0.60000,0.45000,0.27000,0.05000,0.45000,0.34615,0.28480

0.45000,0.65000,0.45000,0.29250,0.10000,0.45000,0.36223,0.30840

0.45000,0.70000,0.45000,0.31500,0.15000,0.45000,0.37725,0.33830

0.45000,0.75000,0.45000,0.33750,0.20000,0.45000,0.39130,0.34790

0.45000,0.80000,0.45000,0.36000,0.25000,0.45000,0.40449,0.37910

0.45000,0.85000,0.45000,0.38250,0.30000,0.45000,0.41689,0.39840

0.45000,0.90000,0.45000,0.40500,0.35000,0.45000,0.42857,0.41340

0.45000,0.95000,0.45000,0.42750,0.40000,0.45000,0.43959,0.41970

0.45000,1.00000,0.45000,0.45000,0.45000,0.45000,0.45000,0.41510

0.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.50000,0.05000,0.05000,0.02500,0.00000,0.00000,0.04762,0.00220

0.50000,0.10000,0.10000,0.05000,0.00000,0.00000,0.09091,0.01170

0.50000,0.15000,0.15000,0.07500,0.00000,0.00000,0.13043,0.02960

0.50000,0.20000,0.20000,0.10000,0.00000,0.00000,0.16667,0.05040

0.50000,0.25000,0.25000,0.12500,0.00000,0.00000,0.20000,0.07580

0.50000,0.30000,0.30000,0.15000,0.00000,0.00000,0.23077,0.10490

0.50000,0.35000,0.35000,0.17500,0.00000,0.00000,0.25926,0.12840

0.50000,0.40000,0.40000,0.20000,0.00000,0.00000,0.28571,0.16470

0.50000,0.45000,0.45000,0.22500,0.00000,0.00000,0.31034,0.20550

0.50000,0.50000,0.50000,0.25000,0.00000,0.00000,0.33333,0.25630

0.50000,0.55000,0.50000,0.27500,0.05000,0.50000,0.35484,0.29110

0.50000,0.60000,0.50000,0.30000,0.10000,0.50000,0.37500,0.32670

0.50000,0.65000,0.50000,0.32500,0.15000,0.50000,0.39394,0.36180

0.50000,0.70000,0.50000,0.35000,0.20000,0.50000,0.41176,0.39610

0.50000,0.75000,0.50000,0.37500,0.25000,0.50000,0.42857,0.43470

0.50000,0.80000,0.50000,0.40000,0.30000,0.50000,0.44444,0.44750

0.50000,0.85000,0.50000,0.42500,0.35000,0.50000,0.45946,0.47130

0.50000,0.90000,0.50000,0.45000,0.40000,0.50000,0.47368,0.49230

0.50000,0.95000,0.50000,0.47500,0.45000,0.50000,0.48718,0.49910

0.50000,1.00000,0.50000,0.50000,0.50000,0.50000,0.50000,0.50190

0.55000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.55000,0.05000,0.05000,0.02750,0.00000,0.00000,0.04803,0.00260

0.55000,0.10000,0.10000,0.05500,0.00000,0.00000,0.09244,0.01430

0.55000,0.15000,0.15000,0.08250,0.00000,0.00000,0.13360,0.03360

0.55000,0.20000,0.20000,0.11000,0.00000,0.00000,0.17188,0.05350

0.55000,0.25000,0.25000,0.13750,0.00000,0.00000,0.20755,0.08770

0.55000,0.30000,0.30000,0.16500,0.00000,0.00000,0.24088,0.12230

0.55000,0.35000,0.35000,0.19250,0.00000,0.00000,0.27208,0.16080

0.55000,0.40000,0.40000,0.22000,0.00000,0.00000,0.30137,0.19800

0.55000,0.45000,0.45000,0.24750,0.00000,0.00000,0.32890,0.24830

0.55000,0.50000,0.50000,0.27500,0.05000,0.50000,0.35484,0.29060

0.55000,0.55000,0.55000,0.30250,0.10000,0.55000,0.37931,0.33010

0.55000,0.60000,0.55000,0.33000,0.15000,0.55000,0.40244,0.37480

0.55000,0.65000,0.55000,0.35750,0.20000,0.55000,0.42433,0.41420

0.55000,0.70000,0.55000,0.38500,0.25000,0.55000,0.44509,0.45620

0.55000,0.75000,0.55000,0.41250,0.30000,0.55000,0.46479,0.49340

0.55000,0.80000,0.55000,0.44000,0.35000,0.55000,0.48352,0.51840

0.55000,0.85000,0.55000,0.46750,0.40000,0.55000,0.50134,0.54050

0.55000,0.90000,0.55000,0.49500,0.45000,0.55000,0.51832,0.56230

0.55000,0.95000,0.55000,0.52250,0.50000,0.55000,0.53453,0.56740

0.55000,1.00000,0.55000,0.55000,0.55000,0.55000,0.55000,0.58320

0.60000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.60000,0.05000,0.05000,0.03000,0.00000,0.00000,0.04839,0.00450

0.60000,0.10000,0.10000,0.06000,0.00000,0.00000,0.09375,0.01680

0.60000,0.15000,0.15000,0.09000,0.00000,0.00000,0.13636,0.03320

0.60000,0.20000,0.20000,0.12000,0.00000,0.00000,0.17647,0.06160

0.60000,0.25000,0.25000,0.15000,0.00000,0.00000,0.21429,0.09590

0.60000,0.30000,0.30000,0.18000,0.00000,0.00000,0.25000,0.13100

0.60000,0.35000,0.35000,0.21000,0.00000,0.00000,0.28378,0.17620

0.60000,0.40000,0.40000,0.24000,0.00000,0.00000,0.31579,0.22850

0.60000,0.45000,0.45000,0.27000,0.05000,0.45000,0.34615,0.28070

0.60000,0.50000,0.50000,0.30000,0.10000,0.50000,0.37500,0.32000

0.60000,0.55000,0.55000,0.33000,0.15000,0.55000,0.40244,0.38510

0.60000,0.60000,0.60000,0.36000,0.20000,0.60000,0.42857,0.43490

0.60000,0.65000,0.60000,0.39000,0.25000,0.60000,0.45349,0.47330

0.60000,0.70000,0.60000,0.42000,0.30000,0.60000,0.47727,0.51590

0.60000,0.75000,0.60000,0.45000,0.35000,0.60000,0.50000,0.55530

0.60000,0.80000,0.60000,0.48000,0.40000,0.60000,0.52174,0.59070

0.60000,0.85000,0.60000,0.51000,0.45000,0.60000,0.54255,0.62740

0.60000,0.90000,0.60000,0.54000,0.50000,0.60000,0.56250,0.62890

0.60000,0.95000,0.60000,0.57000,0.55000,0.60000,0.58163,0.64970

0.60000,1.00000,0.60000,0.60000,0.60000,0.60000,0.60000,0.65130

0.65000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.65000,0.05000,0.05000,0.03250,0.00000,0.00000,0.04869,0.00420

0.65000,0.10000,0.10000,0.06500,0.00000,0.00000,0.09489,0.01730

0.65000,0.15000,0.15000,0.09750,0.00000,0.00000,0.13879,0.03860

0.65000,0.20000,0.20000,0.13000,0.00000,0.00000,0.18056,0.07210

0.65000,0.25000,0.25000,0.16250,0.00000,0.00000,0.22034,0.10460

0.65000,0.30000,0.30000,0.19500,0.00000,0.00000,0.25828,0.15000

0.65000,0.35000,0.35000,0.22750,0.00000,0.00000,0.29450,0.19520

0.65000,0.40000,0.40000,0.26000,0.05000,0.40000,0.32911,0.25770

0.65000,0.45000,0.45000,0.29250,0.10000,0.45000,0.36223,0.30600

0.65000,0.50000,0.50000,0.32500,0.15000,0.50000,0.39394,0.37290

0.65000,0.55000,0.55000,0.35750,0.20000,0.55000,0.42433,0.42050

0.65000,0.60000,0.60000,0.39000,0.25000,0.60000,0.45349,0.47680

0.65000,0.65000,0.65000,0.42250,0.30000,0.65000,0.48148,0.53420

0.65000,0.70000,0.65000,0.45500,0.35000,0.65000,0.50838,0.57660

0.65000,0.75000,0.65000,0.48750,0.40000,0.65000,0.53425,0.62560

0.65000,0.80000,0.65000,0.52000,0.45000,0.65000,0.55914,0.66980

0.65000,0.85000,0.65000,0.55250,0.50000,0.65000,0.58311,0.68870

0.65000,0.90000,0.65000,0.58500,0.55000,0.65000,0.60622,0.70770

0.65000,0.95000,0.65000,0.61750,0.60000,0.65000,0.62850,0.72330

0.65000,1.00000,0.65000,0.65000,0.65000,0.65000,0.65000,0.72200

0.70000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.70000,0.05000,0.05000,0.03500,0.00000,0.00000,0.04895,0.00510

0.70000,0.10000,0.10000,0.07000,0.00000,0.00000,0.09589,0.01960

0.70000,0.15000,0.15000,0.10500,0.00000,0.00000,0.14094,0.04090

0.70000,0.20000,0.20000,0.14000,0.00000,0.00000,0.18421,0.07520

0.70000,0.25000,0.25000,0.17500,0.00000,0.00000,0.22581,0.11600

0.70000,0.30000,0.30000,0.21000,0.00000,0.00000,0.26582,0.16120

0.70000,0.35000,0.35000,0.24500,0.05000,0.35000,0.30435,0.22010

0.70000,0.40000,0.40000,0.28000,0.10000,0.40000,0.34146,0.27080

0.70000,0.45000,0.45000,0.31500,0.15000,0.45000,0.37725,0.34080

0.70000,0.50000,0.50000,0.35000,0.20000,0.50000,0.41176,0.40380

0.70000,0.55000,0.55000,0.38500,0.25000,0.55000,0.44509,0.46400

0.70000,0.60000,0.60000,0.42000,0.30000,0.60000,0.47727,0.52480

0.70000,0.65000,0.65000,0.45500,0.35000,0.65000,0.50838,0.57670

0.70000,0.70000,0.70000,0.49000,0.40000,0.70000,0.53846,0.63310

0.70000,0.75000,0.70000,0.52500,0.45000,0.70000,0.56757,0.68100

0.70000,0.80000,0.70000,0.56000,0.50000,0.70000,0.59574,0.71450

0.70000,0.85000,0.70000,0.59500,0.55000,0.70000,0.62304,0.75420

0.70000,0.90000,0.70000,0.63000,0.60000,0.70000,0.64948,0.77080

0.70000,0.95000,0.70000,0.66500,0.65000,0.70000,0.67513,0.78840

0.70000,1.00000,0.70000,0.70000,0.70000,0.70000,0.70000,0.80110

0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.75000,0.05000,0.05000,0.03750,0.00000,0.00000,0.04918,0.00650

0.75000,0.10000,0.10000,0.07500,0.00000,0.00000,0.09677,0.02370

0.75000,0.15000,0.15000,0.11250,0.00000,0.00000,0.14286,0.04170

0.75000,0.20000,0.20000,0.15000,0.00000,0.00000,0.18750,0.07800

0.75000,0.25000,0.25000,0.18750,0.00000,0.00000,0.23077,0.12580

0.75000,0.30000,0.30000,0.22500,0.05000,0.30000,0.27273,0.16590

0.75000,0.35000,0.35000,0.26250,0.10000,0.35000,0.31343,0.23340

0.75000,0.40000,0.40000,0.30000,0.15000,0.40000,0.35294,0.29350

0.75000,0.45000,0.45000,0.33750,0.20000,0.45000,0.39130,0.35700

0.75000,0.50000,0.50000,0.37500,0.25000,0.50000,0.42857,0.43240

0.75000,0.55000,0.55000,0.41250,0.30000,0.55000,0.46479,0.48110

0.75000,0.60000,0.60000,0.45000,0.35000,0.60000,0.50000,0.56150

0.75000,0.65000,0.65000,0.48750,0.40000,0.65000,0.53425,0.61020

0.75000,0.70000,0.70000,0.52500,0.45000,0.70000,0.56757,0.67930

0.75000,0.75000,0.75000,0.56250,0.50000,0.75000,0.60000,0.73400

0.75000,0.80000,0.75000,0.60000,0.55000,0.75000,0.63158,0.77200

0.75000,0.85000,0.75000,0.63750,0.60000,0.75000,0.66234,0.80800

0.75000,0.90000,0.75000,0.67500,0.65000,0.75000,0.69231,0.83350

0.75000,0.95000,0.75000,0.71250,0.70000,0.75000,0.72152,0.84750

0.75000,1.00000,0.75000,0.75000,0.75000,0.75000,0.75000,0.84710

0.80000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000

0.80000,0.05000,0.05000,0.04000,0.00000,0.00000,0.04938,0.00670

0.80000,0.10000,0.10000,0.08000,0.00000,0.00000,0.09756,0.02150

